time,msg,codes,model,short_width,long_width,gap_limit,reset_limit,lengthBits,hex_data,binary_data,rowCount
@0.055481s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.164280s,,,Unknown1,500.000,500.000,8000.000,10000.000,162,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C800005900,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000000000101100100,1
@0.154225s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C8000058,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100011010100010000011001000110010001100100000000000000000000101100,1
@0.045473s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC0501320100780088,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010011001000000001000000000111100000000000100010,1
@0.154247s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.023092s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4075B05011E00E5780230,1010101010101010101010101010101010101010101010101010101010101010001011011101010000000111010110110000010100000001000111100000000011100101011110000000001000110,1
@0.023093s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4075B05011E00E5780230,1010101010101010101010101010101010101010101010101010101010101010001011011101010000000111010110110000010100000001000111100000000011100101011110000000001000110,1
@0.154168s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.023103s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4075B0A013000E0780220,1010101010101010101010101010101010101010101010101010101010101010001011011101010000000111010110110000101000000001001100000000000011100000011110000000001000100,1
@0.023086s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E2780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000100111100000000010001010,1
@0.023095s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E2780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000100111100000000010001010,1
@0.164255s,,,Unknown1,500.000,500.000,8000.000,10000.000,143,AAAAAAAAAAAAAAAA2DD4EEA06510461E0000,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000001100101000100000100011000011110000000000000000,1
@0.046575s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4DCCC0A013200E9780094,101010101010101010101010101010101010101010101010101010101010101000101101110101001101110011001100000010100000000100110010000000001110100101111000000000001001010,1
@0.055839s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.154204s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.164267s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80004C0,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000011001010000000011001000110010001100100000000000000001001100000,2
@0.023116s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E2780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000100111100000000010001010,1
@0.023127s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E2780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000100111100000000010001010,1
@0.023115s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E2780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000100111100000000010001010,1
@0.164332s,,,Unknown1,500.000,500.000,8000.000,10000.000,152,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80004,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000001100101000000001100100011001000110010000000000000000100,2
@0.056260s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.164251s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.023146s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E1780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000010111100000000010001010,1
@0.021852s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4DCCC0A013200EA780090,1010101010101010101010101010101010101010101010101010101010101010001011011101010011011100110011000000101000000001001100100000000011101010011110000000000010010,1
@0.129778s,,,Unknown1,500.000,500.000,8000.000,10000.000,143,AAAAAAAAAAAAAAAA2DD4DCCC6A30461E0000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001100000100011000011110000000000000000,1
@0.064278s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B0A013000E1780228,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100001010000000010011000000000000111000010111100000000010001010,1
@0.187294s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4EEA005010A00DF780020,1010101010101010101010101010101010101010101010101010101010101010001011011101010011101110101000000000010100000001000010100000000011011111011110000000000000100,1
@0.023057s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4075B05011E00F7780220,1010101010101010101010101010101010101010101010101010101010101010001011011101010000000111010110110000010100000001000111100000000011110111011110000000001000100,1
@0.045811s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154189s,,,Unknown1,500.000,500.000,8000.000,10000.000,152,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80004,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000001100101000000001100100011001000110010000000000000000100,2
@0.023060s,,,Unknown1,500.000,500.000,8000.000,10000.000,157,AAAAAAAAAAAAAAAA2DD4075B05011E00F7780220,1010101010101010101010101010101010101010101010101010101010101010001011011101010000000111010110110000010100000001000111100000000011110111011110000000001000100,1
@0.154241s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.023063s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.046207s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
@0.046161s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
@0.154228s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.045800s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
@0.164279s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.023073s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023061s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.046054s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154171s,,,Unknown1,500.000,500.000,8000.000,10000.000,152,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80004,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000001100101000000001100100011001000110010000000000000000100,2
@0.023063s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023064s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.154199s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.046058s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4EEA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000000000101000000010000101000000000111000100111100000000000001010,1
@0.023065s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4075B05011E00F0780220,10101010101010101010101010101010101010101010101010101010101010100010110111010100000001110101101100000101000000010001111000000000111100000111100000000010001000,1
@0.046295s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4EEA005010A00E4780028,101010101010101010101010101010101010101010101010101010101010101000101101110101001110111010100000000001010000000100001010000000001110010001111000000000000010100,1
@0.154154s,,,Unknown1,500.000,500.000,8000.000,10000.000,152,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80004,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000001100101000000001100100011001000110010000000000000000100,2
@0.023060s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.045890s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
@0.045659s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
@0.023071s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
@0.023068s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.023067s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6780224,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011001111000000000100010010,1
@0.154167s,,,Unknown1,500.000,500.000,8000.000,10000.000,152,AAAAAAAAAAAAAAAA2DD4EEA06500C8C8C80004,10101010101010101010101010101010101010101010101010101010101010100010110111010100111011101010000001100101000000001100100011001000110010000000000000000100,2
@0.045876s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA7DD4EFA005010A00E2780028,10101010101010101010101010101010101010101010101010101010101010100111110111010100111011111010000000000101000000010000101000000000111000100111100000000000001010,1
@0.154190s,,,Unknown1,500.000,500.000,8000.000,10000.000,149,AAAAAAAAAAAAAAAA2DD4DCCC6A20C8C8C80000,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110001101010001000001100100011001000110010000000000000000,1
@0.023069s,,,Unknown1,500.000,500.000,8000.000,10000.000,159,AAAAAAAAAAAAAAAA2DD4075B05011E00F6F98B3F,101010101010101010101010101010101010101010101010101010101010101000101101110101000000011101011011000001010000000100011110000000001111011011111001100010110011111,1
@0.065245s,,,Unknown1,500.000,500.000,8000.000,10000.000,158,AAAAAAAAAAAAAAAA2DD4DCCC05012A00F9780098,10101010101010101010101010101010101010101010101010101010101010100010110111010100110111001100110000000101000000010010101000000000111110010111100000000000100110,1
